key,match_done,dist,match_that_should_be_done
resourceType,resourceType,0.80864406,[]
manufacturer,manufacturer,0.80864406,[]
serialNumber,serialNumber,0.80864406,[]
version,version,0.8048408,[]
status,status,0.80391717,[]
doc_id,doc_id,0.80391717,['doc_id']
comment,comment,0.80391717,[]
title,title,0.8029251,[]
date,date,0.80185676,['date']
url,url,0.8007029,[]
identifier,identifier.use,0.6363752,['identifier.value']
description,description.text,0.6355417,[]
parameters,parameter.use,0.6080661,[]
parameters.1,parameter.name,0.6080661,[]
parameters.2,parameter.min,0.6080661,[]
parameters.3,parameter.max,0.6080661,[]
postalCode,address.postalCode,0.59459186,[]
country,count,0.59320295,[]
authors,authored,0.59140766,[]
name,name.use,0.58963144,['deviceName.name']
concept,concept.code,0.5817721,['category.coding.code']
code,code.coding.code,0.5756182,[]
value,valueSet,0.5712491,[]
longitude,position.longitude,0.5682086,['position.longitude']
licenceName,license,0.5549418,['licence']
latitude,position.latitude,0.5522171,['position.latitude']
spatialRepresentation,snapshot.element.representation,0.52869344,[]
type,type.text,0.5182029,[]
datasetCreationDate,expirationDate,0.5154774,[]
note,note.text,0.503497,[]
city,address.city,0.47236958,[]
city.1,criticality,0.46919534,[]
resolution,rest.documentation,0.46611962,[]
publicationYear,publisher,0.4641063,[]
modifications,verificationStatus.text,0.4452599,[]
instruments,instantiates,0.4300672,[]
useConstraints,snapshot.element.constraint.key,0.41593018,[]
genealogy,gender,0.4080892,[]
origin,chain,0.39585444,[]
language,xpathUsage,0.3864214,[]
metadataLevel,meta.lastUpdated,0.382903,[]
ror,multipleOr,0.3811415,[]
label,snapshot.element.example.label,0.36968422,[]
platforms,patchFormat,0.36443308,[]
platforms.1,performer.display,0.36403626,[]
projects,property.uri,0.36195293,[]
orbit,item.text,0.35252833,[]
