,model_1_path_size,model_2_path_size,precision,recall,F1-score,total_matches_in_ground_truth,total_matches,good_match,good_match_without_ambi_on_key,good_match_without_ambi_on_match,good_match_without_ambi,precision_without_ambiguity_on_key,precision_without_ambiguity_on_match,precision_without_ambiguity,recall_without_ambiguity_on_key,recall_without_ambiguity_on_match,recall_without_ambiguity,F1-score_without_ambiguity_on_key,F1-score_without_ambiguity_on_match,F1-score_without_ambiguity
count,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0
mean,5.5,1.5,0.0121953414232826,0.013095238095238096,0.011956685598607611,35.0,55.75,0.4583333333333333,0.4583333333333333,0.4583333333333333,0.4583333333333333,0.0121953414232826,0.0121953414232826,0.0121953414232826,0.013095238095238096,0.013095238095238096,0.013095238095238096,0.011956685598607611,0.011956685598607611,0.011956685598607611
std,3.488583203244183,1.129865365732064,0.02482664734547904,0.02279500164858982,0.021977448322618737,0.0,20.488190682605637,0.7978250577006437,0.7978250577006437,0.7978250577006437,0.7978250577006437,0.02482664734547904,0.02482664734547904,0.02482664734547904,0.02279500164858982,0.02279500164858982,0.02279500164858982,0.021977448322618737,0.021977448322618737,0.021977448322618737
min,0.0,0.0,0.0,0.0,0.0,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25%,2.75,0.75,0.0,0.0,0.0,35.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50%,5.5,1.5,0.0,0.0,0.0,35.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75%,8.25,2.25,0.014705882352941176,0.02857142857142857,0.019417475728155338,35.0,68.0,1.0,1.0,1.0,1.0,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.019417475728155338,0.019417475728155338,0.019417475728155338
max,11.0,3.0,0.09090909090909091,0.08571428571428572,0.07017543859649122,35.0,68.0,3.0,3.0,3.0,3.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.07017543859649122,0.07017543859649122,0.07017543859649122
