,model_1_path_size,model_2_path_size,precision,recall,F1-score,total_matches_in_ground_truth,total_matches,good_match,good_match_without_ambi_on_key,good_match_without_ambi_on_match,good_match_without_ambi,precision_without_ambiguity_on_key,precision_without_ambiguity_on_match,precision_without_ambiguity,recall_without_ambiguity_on_key,recall_without_ambiguity_on_match,recall_without_ambiguity,F1-score_without_ambiguity_on_key,F1-score_without_ambiguity_on_match,F1-score_without_ambiguity
count,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0
mean,3.0,9.5,0.006014380267824281,0.009197994987468672,0.006825332724901075,285.0,512.2857142857143,2.6214285714285714,0.7214285714285714,1.5857142857142856,0.2357142857142857,0.0013784654941742566,0.0036001289888151653,0.0004507733910920865,0.002531328320802005,0.0055639097744360905,0.0008270676691729324,0.001723138406907522,0.00412936961049078,0.0005657696505402368
std,2.007181351651431,5.7869861441940165,0.007601496853996822,0.011250040485500264,0.00798228413900522,0.0,172.9729169849358,3.2062615383675754,1.7009005534430812,1.072787764119637,0.6636579933735077,0.0030906333861046623,0.0025871514538728735,0.0013288060724373765,0.0059680721173441436,0.0037641675934022346,0.0023286245381526588,0.0039165420928816645,0.0027208172986606205,0.0016114113815125797
min,0.0,0.0,0.001567398119122257,0.0035087719298245615,0.0021668472372697724,285.0,160.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25%,1.0,4.75,0.0015723270440251573,0.0035087719298245615,0.002171552660152009,285.0,353.0,1.0,0.0,1.0,0.0,0.0,0.0015723270440251573,0.0,0.0,0.0035087719298245615,0.0,0.0,0.002171552660152009,0.0
50%,3.0,9.5,0.0018281535648994515,0.0035087719298245615,0.002403846153846154,285.0,614.0,1.0,0.0,1.0,0.0,0.0,0.0018281535648994515,0.0,0.0,0.0035087719298245615,0.0,0.0,0.002403846153846154,0.0
75%,5.0,14.25,0.00625,0.007017543859649123,0.006269592476489028,285.0,638.0,2.0,0.0,2.0,0.0,0.0,0.0056657223796034,0.0,0.0,0.007017543859649123,0.0,0.0,0.006269592476489028,0.0
max,6.0,19.0,0.05,0.04912280701754386,0.035955056179775284,285.0,638.0,14.0,7.0,5.0,3.0,0.012797074954296161,0.014164305949008499,0.0084985835694051,0.02456140350877193,0.017543859649122806,0.010526315789473684,0.01682692307692308,0.015673981191222573,0.009404388714733541
