key,match_done,dist,match_that_should_be_done
MD_Metadata.language.LanguageCode.codeList,datasetLanguage,0.7510277985966191,[]
MD_Metadata.metadataStandardVersion.CharacterString.@value,metadataLevel,0.8222858321079687,[]
MD_Metadata.identificationInfo.MD_DataIdentification.pointOfContact.CI_ResponsibleParty.role.CI_RoleCode.codeListValue,dataAccessRoles,0.9898105994934112,['contacts.roles']
MD_Metadata.identificationInfo.MD_DataIdentification.spatialResolution.MD_Resolution.distance.Distance.uom,dataPolicyUrl,1.024848785936452,[]
MD_Keywords.thesaurusName.CI_Citation.date.CI_Date.dateType.CI_DateTypeCode.codeListValue,datasetPublicationDate,0.8619035022161843,[]
CI_ResponsibleParty.contactInfo.CI_Contact.phone.CI_Telephone.facsimile.CharacterString.@value,DEFAULT_VALUE_KEY,1.06158313987913,[]
MD_Metadata.dateStamp.DateTime.@value,date,0.7793943156495534,['lastModification.value']
MD_Distribution.transferOptions.MD_DigitalTransferOptions.onLine.CI_OnlineResource.protocol.CharacterString.@value,resourceType,1.0067185936029683,['links.type']
MD_Metadata.identificationInfo.MD_DataIdentification.spatialRepresentationType.MD_SpatialRepresentationTypeCode.codeListValue,spatialRepresentation,0.876787461561522,['spatialExtents.area.type']
extent.EX_Extent.temporalElement.EX_TemporalExtent.extent.TimePeriod.beginPosition.@value,temporalExtents,0.8638197530697646,[]
MD_Metadata.identificationInfo.MD_DataIdentification.pointOfContact.CI_ResponsibleParty.role.CI_RoleCode.codeList,dataAccessRoles,0.9894079401394968,[]
MD_DataIdentification.extent.EX_Extent.geographicElement.EX_GeographicBoundingBox.eastBoundLongitude.Decimal.@value,eastLongitude,1.0167921180862247,['spatialExtents.area.eastLongitude']
MD_Distribution.transferOptions.MD_DigitalTransferOptions.onLine.CI_OnlineResource.function.CI_OnLineFunctionCode.codeListValue,codeSpace,0.9958997457707334,[]
MD_DataIdentification.citation.CI_Citation.date.CI_Date.dateType.CI_DateTypeCode.codeListValue,datasetPublicationDate,0.7921075628841441,[]
CI_ResponsibleParty.contactInfo.CI_Contact.address.CI_Address.electronicMailAddress.CharacterString.@value,DEFAULT_VALUE_KEY,1.0490458980660693,['contacts.email']
MD_DataIdentification.extent.EX_Extent.temporalElement.EX_TemporalExtent.extent.TimePeriod.id,temporalExtents,0.9066587749854508,[]
CI_ResponsibleParty.contactInfo.CI_Contact.address.CI_Address.country.CharacterString.@value,DEFAULT_VALUE_KEY,1.044972858695532,['contacts.address.country']
MD_Metadata.identificationInfo.MD_DataIdentification.graphicOverview.MD_BrowseGraphic.fileName.CharacterString.@value,dataPolicyName,0.9500500946775912,[]
MD_Distribution.transferOptions.MD_DigitalTransferOptions.onLine.CI_OnlineResource.function.CI_OnLineFunctionCode.codeList,codeSpace,0.99434899326952,[]
MD_Metadata.identificationInfo.MD_DataIdentification.language.LanguageCode.codeList,datasetLanguage,0.8014537793716754,[]
MD_DataIdentification.extent.EX_Extent.geographicElement.EX_GeographicBoundingBox.northBoundLatitude.Decimal.@value,northLatitude,1.011498440670822,['spatialExtents.area.northLatitude']
MD_Metadata.hierarchyLevel.MD_ScopeCode.codeListValue,metadataLevel,0.8978815230526779,['metadataLevel']
MD_Metadata.identificationInfo.MD_DataIdentification.characterSet.MD_CharacterSetCode.codeListValue,datasetCreationDate,0.8683803641650737,['formats.name']
MD_Metadata.hierarchyLevel.MD_ScopeCode.codeList,metadataLevel,0.88811297207092,[]
MD_Metadata.identificationInfo.MD_DataIdentification.spatialRepresentationType.MD_SpatialRepresentationTypeCode.codeList,spatialRepresentation,0.8671956743581447,[]
MD_DataIdentification.citation.CI_Citation.date.CI_Date.date.Date.@value,datasetPublicationDate,0.7471944771277099,['datasetSpecificationdatasetSpecification.datasetPublicationDate']
MD_Metadata.identificationInfo.MD_DataIdentification.resourceConstraints.MD_LegalConstraints.useConstraints.MD_RestrictionCode.codeListValue,useConstraints,0.9099751296413006,['distributionInformation.dataPolicyName']
