key,match_done,dist,match_that_should_be_done
CI_OnlineResource.name.CharacterString.@value,comment.DEFAULT_VALUE_KEY,2.7613263,['links.name']
MD_Metadata.language.LanguageCode.codeList,parameterSet.thesaurusCode,2.9100254,[]
MD_Metadata.dateStamp.DateTime.@value,temporalInterval.endDate,3.1678312,['lastModification.value']
MD_Metadata.metadataStandardVersion.CharacterString.@value,parameterSet.cfStandardName,2.8230412,[]
MD_DataIdentification.spatialRepresentationType.MD_SpatialRepresentationTypeCode.codeList,datasetSpecification.datasetCreationDate,5.4536285,[]
CI_ResponsibleParty.role.CI_RoleCode.codeList,parameterSet.thesaurusCode,4.990921,[]
MD_DataIdentification.topicCategory.MD_TopicCategoryCode.@value,distributionInformation.dataPolicyUrl,4.3872166,[]
CI_OnlineResource.linkage.URL.@value,distributionInformation.dataPolicyUrl,2.4613733,['links.url']
MD_Keywords.type.MD_KeywordTypeCode.codeList,parameterSet.thesaurusCode,4.907521,[]
MD_LegalConstraints.useConstraints.MD_RestrictionCode.codeList,parameterSet.thesaurusCode,4.636521,['distributionInformation.dataPolicyUrl']
MD_DataIdentification.abstract.CharacterString.@value,distributionInformation.dataPolicyName,2.4184914,['resourceAbstract.en']
DQ_Scope.level.MD_ScopeCode.codeListValue,contacts.orcId,5.8552775,[]
MD_LegalConstraints.useLimitation.CharacterString.@value,comment.DEFAULT_VALUE_KEY,2.8407404,['distributionInformation.description.fr']
EX_GeographicBoundingBox.eastBoundLongitude.Decimal.@value,temporalExtents.endDate,4.0523505,['spatialExtents.area.eastLongitude']
MD_GeometricObjects.geometricObjectType.MD_GeometricObjectTypeCode.codeList,datasetSpecification.datasetCreationDate,6.0793357,[]
CI_ResponsibleParty.individualName.CharacterString.@value,comment.DEFAULT_VALUE_KEY,2.8941565,['contacts.name']
CI_OnlineResource.protocol.CharacterString.@value,comment.DEFAULT_VALUE_KEY,2.5745318,['links.type']
MD_Metadata.hierarchyLevel.MD_ScopeCode.codeListValue,parameterSet.thesaurusCode,4.800908,['metadataLevel']
MD_DataIdentification.characterSet.MD_CharacterSetCode.codeListValue,datasetSpecification.datasetRevisionDate,4.6226153,['formats.name']
CI_Citation.title.CharacterString.@value,comment.DEFAULT_VALUE_KEY,2.5569353,['instrumentSet.description:links.description:platformSet.description:resourceAbstract:spatialExtents.description']
CI_Date.dateType.CI_DateTypeCode.codeList,datasetSpecification.datasetRevisionDate,5.4222164,[]
MD_Resolution.distance.Distance.uom,parameterSet.uom,2.3125808,[]
MD_LegalConstraints.accessConstraints.MD_RestrictionCode.codeListValue,parameterSet.thesaurusCode,4.9901867,[]
EX_GeographicBoundingBox.northBoundLatitude.Decimal.@value,parameterSet.cfStandardName,3.9044526,['spatialExtents.area.northLatitude']
MD_Metadata.hierarchyLevel.MD_ScopeCode.codeList,parameterSet.thesaurusCode,4.3361554,[]
CI_Telephone.facsimile.CharacterString.@value,comment.DEFAULT_VALUE_KEY,2.529795,[]
MD_DataIdentification.credit.CharacterString.@value,distributionInformation.dataPolicyName,2.4106889,['projectSet.label']
EX_TemporalExtent.extent.TimePeriod.id,temporalExtents.endDate,3.2247295,[]
LI_Lineage.statement.CharacterString.@value,description.DEFAULT_VALUE_KEY,2.6530843,['instrumentSet.description']
extent.TimePeriod.endPosition.@value,temporalExtents.endDate,2.0543334,[]
CI_Telephone.voice.CharacterString.@value,comment.DEFAULT_VALUE_KEY,2.605051,[]
EX_GeographicBoundingBox.southBoundLatitude.Decimal.@value,parameterSet.cfStandardName,3.9153862,[]
MD_DataIdentification.pointOfContact.CI_ResponsibleParty.uuid,parameterSet.uom,6.246928,[]
MD_Metadata.metadataStandardName.CharacterString.@value,parameterSet.cfStandardName,2.8432927,[]
CI_Address.city.CharacterString.@value,comment.DEFAULT_VALUE_KEY,2.4869914,['contacts.address.city']
distributionFormat.MD_Format.version.nilReason,parameterSet.cfStandardName,2.889979,[]
CI_ResponsibleParty.role.CI_RoleCode.codeListValue,parameterSet.thesaurusCode,5.451705,['contacts.roles']
MD_Metadata.characterSet.MD_CharacterSetCode.codeListValue,datasetSpecification.datasetRevisionDate,4.5526857,[]
MD_LegalConstraints.accessConstraints.MD_RestrictionCode.codeList,parameterSet.thesaurusCode,4.5446186,[]
CI_ResponsibleParty.organisationName.CharacterString.@value,parameterSet.shortName,2.8787704,['contacts.organisation']
MD_Identifier.code.Anchor.@value,identifiers.codeSpace,2.2606955,[]
MD_DataIdentification.spatialRepresentationType.MD_SpatialRepresentationTypeCode.codeListValue,datasetSpecification.datasetCreationDate,5.8012333,['spatialExtents.area.type']
distributionFormat.MD_Format.name.nilReason,parameterSet.cfStandardName,2.8296812,[]
MD_Metadata.characterSet.MD_CharacterSetCode.codeList,datasetSpecification.datasetRevisionDate,4.312757,[]
MD_Identifier.code.Anchor.href,doc_id,2.700666,['instrumentSet.thesaurusCode:parameterSet.thesaurusCode']
EX_GeographicBoundingBox.westBoundLongitude.Decimal.@value,parameterSet.cfStandardName,4.045681,[]
CI_Date.date.Date.@value,temporalInterval.endDate,2.6998494,['datasetSpecificationdatasetSpecification.datasetPublicationDate']
MD_LegalConstraints.useConstraints.MD_RestrictionCode.codeListValue,datasetSpecification.datasetRevisionDate,5.042348,['distributionInformation.dataPolicyName']
extent.TimePeriod.beginPosition.@value,temporalExtents.beginDate,2.0543334,[]
MD_DataIdentification.characterSet.MD_CharacterSetCode.codeList,datasetSpecification.datasetRevisionDate,4.2960877,[]
MD_Keywords.type.MD_KeywordTypeCode.codeListValue,parameterSet.thesaurusCode,5.344434,['keywords.concept']
CI_Address.country.CharacterString.@value,comment.DEFAULT_VALUE_KEY,2.376439,['contacts.address.country']
descriptiveKeywords.MD_Keywords.keyword.nilReason,description.DEFAULT_VALUE_KEY,3.2450652,[]
MD_Identifier.code.CharacterString.@value,identifiers.codeSpace,2.4476774,[]
CI_OnlineResource.function.CI_OnLineFunctionCode.codeListValue,datasetSpecification.datasetRevisionDate,5.7759614,[]
CI_OnlineResource.function.CI_OnLineFunctionCode.codeList,datasetSpecification.datasetRevisionDate,5.454768,[]
MD_Metadata.fileIdentifier.CharacterString.@value,description.DEFAULT_VALUE_KEY,2.7455564,['identifiers']
MD_GeometricObjects.geometricObjectType.MD_GeometricObjectTypeCode.codeListValue,datasetSpecification.datasetCreationDate,6.455905,['spatialExtents.area.type']
MD_Metadata.language.LanguageCode.codeListValue,parameterSet.thesaurusCode,3.332581,['language']
MD_DataIdentification.language.LanguageCode.codeList,parameterSet.thesaurusCode,3.3246431,[]
resourceConstraints.MD_LegalConstraints.otherConstraints.nilReason,description.DEFAULT_VALUE_KEY,3.1402154,[]
MD_DataIdentification.language.LanguageCode.codeListValue,datasetSpecification.datasetLanguage,3.7015476,['datasetSpecification.datasetLanguage']
CI_Address.deliveryPoint.CharacterString.@value,comment.DEFAULT_VALUE_KEY,2.5232482,['contacts.address.street:contacts.address.postalCode:contacts.address.city']
CI_Address.electronicMailAddress.CharacterString.@value,comment.DEFAULT_VALUE_KEY,3.2850177,['contacts.email']
MD_Keywords.keyword.CharacterString.@value,description.DEFAULT_VALUE_KEY,2.5422525,['keywords.concept']
MD_BrowseGraphic.fileName.CharacterString.@value,parameterSet.cfStandardName,3.1509533,[]
DQ_Scope.level.MD_ScopeCode.codeList,contacts.orcId,5.372529,[]
CI_Date.dateType.CI_DateTypeCode.codeListValue,datasetSpecification.datasetRevisionDate,5.731969,[]
