key,match_done,dist,match_that_should_be_done
city.CharacterString.@value,lastModification.value,1.6368364,['contacts.address.city']
level.MD_ScopeCode.codeList,parameterSet.thesaurusCode,2.79862,[]
TimePeriod.beginPosition.@value,temporalInterval.beginDate,1.7551575,[]
dateType.CI_DateTypeCode.codeListValue,datasetSpecification.datasetRevisionDate,4.2961044,[]
pointOfContact.CI_ResponsibleParty.uuid,parameterSet.uom,4.927876,[]
date.Date.@value,distributionInformation.embargoStartDate,1.5951345,['datasetSpecificationdatasetSpecification.datasetPublicationDate']
hierarchyLevel.MD_ScopeCode.codeList,parameterSet.thesaurusCode,3.0739067,[]
geometricObjectType.MD_GeometricObjectTypeCode.codeList,datasetSpecification.datasetLanguage,4.637198,[]
useConstraints.MD_RestrictionCode.codeListValue,parameterSet.thesaurusCode,3.3934386,['distributionInformation.dataPolicyName']
function.CI_OnLineFunctionCode.codeList,parameterSet.thesaurusCode,3.9599273,[]
useConstraints.MD_RestrictionCode.codeList,parameterSet.thesaurusCode,2.9422216,['distributionInformation.dataPolicyUrl']
accessConstraints.MD_RestrictionCode.codeList,parameterSet.thesaurusCode,2.8433654,[]
keyword.CharacterString.@value,description.DEFAULT_VALUE_KEY,1.5269365,['keywords.concept']
metadataStandardVersion.CharacterString.@value,description.DEFAULT_VALUE_KEY,1.799219,[]
MD_Keywords.keyword.nilReason,keywords.concept,2.7847261,[]
voice.CharacterString.@value,description.DEFAULT_VALUE_KEY,1.704026,[]
fileName.CharacterString.@value,parameterSet.shortName,1.8502243,[]
language.LanguageCode.codeListValue,parameterSet.thesaurusCode,2.4925983,"['datasetSpecification.datasetLanguage', 'language']"
geometricObjectType.MD_GeometricObjectTypeCode.codeListValue,datasetSpecification.datasetCreationDate,4.9710517,['spatialExtents.area.type']
useLimitation.CharacterString.@value,description.DEFAULT_VALUE_KEY,1.7367234,['distributionInformation.description.fr']
