key,match,dist
criticality,inclusive,0.9730613440233943
prefix,displayName,1.0213656834201699
expression,representation,0.9265130694342977
valueUrl,value,0.5675596215627446
short,inclusive,0.9892954009686077
orderMeaning,contextControlCode,0.9600326745307177
category,listType,0.9195343613082377
lifecycleStatus,value,1.0565087477182367
requirements,codeSystem,1.0380757377419967
value,value,0.0
referencePolicy,codeSystemName,0.9669080116194206
abstract,representation,1.0213476336745457
searchRevInclude,use,1.037527227257129
display,displayName,0.5351302356271067
map,displayName,1.0073137216191084
valueCanonical,value,0.545427334393134
text,code,0.9893966783094522
valueDateTime,value,0.7038319008879709
chain,unit,1.0534619723296332
linkId,ID,0.5998625986881654
mustSupport,use,0.9443849381275784
human,type,1.0421601125241313
onsetDateTime,contextConductionInd,1.0665627780995512
valueSet,value,0.5185640958340726
onset,type,1.1195018567282422
fixedUri,institutionSpecified,1.048458161345964
reference,displayName,0.9680577422300706
experimental,use,1.0149165327351908
manufactureDate,displayName,0.9902642306646249
system,codeSystem,0.4873658716636569
isModifierReason,qualifier,0.9647058546152287
exampleCanonical,type,1.0215435200093443
isSummary,listType,1.0561151692536859
code,code,0.0
gender,type,1.0285232327237017
baseDefinition,type,0.9929870046603824
createdDateTime,institutionSpecified,1.0175811887292163
representation,representation,0.0
strength,value,0.9174074330423436
comment,listType,1.0521382398850503
total,value,0.9612630734856192
postalCode,code,0.5081660558086873
name,displayName,0.5351302356271067
deviceIdentifier,codeSystemName,0.9335944312769072
derivation,root,1.0037662788623527
occurrenceDateTime,listType,1.0207401892231933
fixedCode,typeCode,0.5277386749199044
resourceType,type,0.4863380237556654
documentation,code,0.9791549688033853
source,listType,0.9927576113077532
active,inclusive,0.9476609747107659
format,styleCode,0.9281454173437781
end,extension,0.9684402672666256
nameUrl,displayName,0.5553078616267966
multipleOr,use,1.0033595944855636
patchFormat,styleCode,0.9156490174291718
recorded,displayName,1.0615814912547097
title,displayName,0.9375610003284385
license,use,1.0129335334223715
key,value,0.947745182385246
fhirVersion,codeSystemVersion,0.9186543501795305
multipleAnd,use,0.9778618241354813
modelNumber,codeSystem,0.946395925944128
description,listType,0.9374908467942289
valueBoolean,value,0.512459922819607
latitude,width,1.0734327147871305
use,use,0.0
packageId,ID,0.6465286903882269
url,href,0.8882096976739176
severity,type,1.0409059364655848
version,inversionInd,0.5691199491867625
lotNumber,value,1.0099498067359507
date,displayName,0.9973312953317717
country,border,0.977667192525451
doc_id,ID,0.5887319755120672
state,institutionSpecified,0.9673472601262036
op,ID,1.1079441885537866
identity,representation,1.002730359948887
manufacturer,operator,0.9519123830668392
data,value,0.9650680784942377
property,value,0.9120428379627503
kind,type,0.8200916422858368
label,displayName,1.021483981765321
comparator,representation,1.069902075875813
suffix,root,1.014746739556384
fullUrl,displayName,1.0149656100119624
min,width,1.1726034702562154
authoredOn,inversionInd,0.9569806967090271
performedDateTime,institutionSpecified,1.0261638588120665
primarySource,listType,1.0021098023301211
birthDate,displayName,1.012686458052738
instantiates,use,1.0112353278005073
start,use,0.9678691069666029
isModifier,qualifier,0.8334326476789575
family,unit,1.0054898370036245
hash,root,1.065479274946349
expirationDate,extension,1.0037696981879614
uri,ID,1.0789343775158287
valueString,value,0.5199342293460021
numberOfRepeatsAllowed,inversionInd,1.0361945807291801
payloadMimeType,type,0.7263872355969494
serialNumber,listType,0.992152601398116
meaningWhenMissing,contextConductionInd,1.016536721444203
longitude,width,1.1037941264237876
contentType,mediaType,0.4884761394826083
div,colspan,1.074691223847295
mode,type,0.9211380787462047
valueMarkdown,value,0.46871958897437177
dueDate,inversionInd,1.0332299775978089
path,alignment,0.9815289488984923
valueUri,value,0.5673590159158637
targetProfile,listType,0.9763961246214018
valueCode,typeCode,0.4939057284877984
base,unit,0.94164890357954
xpath,width,1.208249576187021
recordedDate,displayName,1.0139680548297714
count,use,1.0119560173402127
condition,type,0.958535169546092
lastUpdated,inversionInd,0.9851643316220635
unit,unit,0.0
given,institutionSpecified,0.9566234812723874
questionnaire,listType,1.0985477505897387
effectiveDateTime,inclusive,1.0329933447433535
relation,representation,0.9287181709945503
rules,code,0.9619586964662743
address,displayName,0.9862904560680484
status,value,0.9826388541164257
generation,extension,1.036269851328725
issued,institutionSpecified,1.0771224118428493
entryType,listType,0.4597028728154071
instance,type,0.9472412602964957
creation,extension,0.9866359868178054
abatementDateTime,contextControlCode,1.0496348224094891
versionId,ID,0.6371427966475821
exampleBoolean,type,0.9931610743131974
authored,institutionSpecified,1.0920352506578275
max,width,1.042841695050984
searchInclude,use,0.9521514112864562
purpose,use,0.9551295605204653
city,border,1.0327912445301144
carrierHRF,operator,1.2342295897264748
sliceName,displayName,0.5587560447733184
publisher,operator,1.0545158074174126
ordered,institutionSpecified,1.083335225173082
implementationGuide,codeSystem,0.9964477589696609
supportedProfile,institutionSpecified,0.9927767517229998
alias,displayName,1.0023375527408724
intent,use,1.0167618706437311
valueDecimal,value,0.5148685010592287
contentReference,displayName,0.9562179950338154
type,type,0.0
definition,type,0.9720973781753968
line,extension,0.9420932593705913
id,ID,0.0
profile,listType,0.9686211442026583
xpathUsage,codeSystemName,1.137588550253575
reportedBoolean,negationInd,1.0284450534591352
caseSensitive,use,1.0253762924864065
valueInteger,value,0.4875403667126418
copyright,contextControlCode,1.1143960536799262
