key,match,dist
class.code,classCode,0.6657994
extension.url,extension,0.61126935
code.coding.system,codeSystem,0.5835836
type.coding.code,typeCode,0.56523204
code.coding.code,code,0.5630611
concept.code,code,0.5630611
valueSet,value,0.55869204
rest.documentation,representation,0.5579119
type.text,type,0.5056458
version,codeSystemVersion,0.50196934
context.type,contextControlCode,0.49175692
comparator,operator,0.48090243
meta.versionId,inversionInd,0.4800506
name.use,use,0.46814582
doc_id,ID,0.4604535
comment,alignment,0.44918028
device.display,displayName,0.44895542
context.period.end,contextConductionInd,0.44815183
gender,border,0.4431458
content.contentType,listType,0.4373766
derivation,negationInd,0.42968428
qualification.identifier.type.text,qualifier,0.41673917
media.link.reference,mediaType,0.40749824
active,inclusive,0.40400666
xpath,width,0.39618814
definition.parameter.code,determinerCode,0.38947994
authored,assigningAuthorityName,0.3638533
chain,colspan,0.36278868
reportedBoolean,rowspan,0.33504558
