key,match,dist
class.code,classCode,0.66907054
extension.url,extension,0.6145405
code.coding.system,codeSystem,0.58685476
type.coding.code,typeCode,0.5685032
code.coding.code,code,0.5663322
concept.code,code,0.5663322
valueSet,value,0.5619632
rest.documentation,representation,0.56118304
type.text,type,0.508917
version,codeSystemVersion,0.5052405
context.type,contextControlCode,0.49502808
comparator,operator,0.4841736
meta.versionId,inversionInd,0.48332176
name.use,use,0.47141698
doc_id,ID,0.46372467
qualification.identifier.use,qualifier,0.45891696
comment,alignment,0.45245144
device.display,displayName,0.45222658
context.period.end,contextConductionInd,0.451423
gender,border,0.44641697
content.contentType,listType,0.44064775
derivation,negationInd,0.43295544
include.concept.code,inclusive,0.41863918
media.link.reference,mediaType,0.4107694
xpath,width,0.3994593
definition.parameter.code,determinerCode,0.3927511
authored,assigningAuthorityName,0.36712447
chain,colspan,0.36605984
reportedBoolean,rowspan,0.33831674
