key,match,dist
MD_Metadata.metadataStandardVersion.CharacterString.@value,metadataLevel,0.8222858321079687
transferOptions.MD_DigitalTransferOptions.onLine.CI_OnlineResource.linkage.URL.@value,distributionInformation.dataPolicyUrl,0.9521809974920851
MD_Metadata.dateStamp.DateTime.@value,histories.date,0.8059872817603938
identificationInfo.MD_DataIdentification.resourceConstraints.MD_LegalConstraints.useConstraints.MD_RestrictionCode.codeListValue,distributionInformation.useConstraints,0.8113367031240504
transferOptions.MD_DigitalTransferOptions.onLine.CI_OnlineResource.protocol.CharacterString.@value,resourceType,0.9854306543651379
transferOptions.MD_DigitalTransferOptions.onLine.CI_OnlineResource.function.CI_OnLineFunctionCode.codeListValue,parameterSet.thesaurusCode,0.9391224858599747
MD_Metadata.identificationInfo.MD_DataIdentification.spatialRepresentationType.MD_SpatialRepresentationTypeCode.codeListValue,spatialExtents.spatialRepresentation,0.8816278864963876
extent.EX_Extent.geographicElement.EX_GeographicBoundingBox.southBoundLatitude.Decimal.@value,area.southLatitude,0.936677751421422
identificationInfo.MD_DataIdentification.descriptiveKeywords.MD_Keywords.keyword.CharacterString.@value,keywords.concept,0.8875609352109325
contactInfo.CI_Contact.address.CI_Address.city.CharacterString.@value,address.city,0.8464952537890358
MD_Metadata.identificationInfo.MD_DataIdentification.language.LanguageCode.codeList,datasetSpecification.datasetLanguage,0.7903414997238426
transferOptions.MD_DigitalTransferOptions.onLine.CI_OnlineResource.function.CI_OnLineFunctionCode.codeList,parameterSet.thesaurusCode,0.9408226982941061
identificationInfo.MD_DataIdentification.resourceConstraints.MD_LegalConstraints.accessConstraints.MD_RestrictionCode.codeListValue,distributionInformation.accessConstraints,0.8130435539549389
MD_Metadata.hierarchyLevel.MD_ScopeCode.codeListValue,parameterSet.thesaurusCode,0.8659566094447597
extent.EX_Extent.geographicElement.EX_GeographicBoundingBox.westBoundLongitude.Decimal.@value,area.westLongitude,0.9374142268438151
identificationInfo.MD_DataIdentification.resourceConstraints.MD_LegalConstraints.accessConstraints.MD_RestrictionCode.codeList,distributionInformation.accessConstraints,0.800753271329365
thesaurusName.CI_Citation.date.CI_Date.dateType.CI_DateTypeCode.codeList,histories.date,0.8361793102643711
MD_Metadata.identificationInfo.MD_DataIdentification.characterSet.MD_CharacterSetCode.codeListValue,parameterSet.thesaurusCode,0.8322099116069962
MD_Metadata.hierarchyLevel.MD_ScopeCode.codeList,parameterSet.thesaurusCode,0.8603551767831532
dataQualityInfo.DQ_DataQuality.scope.DQ_Scope.level.MD_ScopeCode.codeList,dataLevel,0.93969235908808
MD_Metadata.identificationInfo.MD_DataIdentification.spatialRepresentationType.MD_SpatialRepresentationTypeCode.codeList,spatialExtents.spatialRepresentation,0.8754674375050111
identificationInfo.MD_DataIdentification.citation.CI_Citation.title.CharacterString.@value,distributionInformation.dataPolicyName,0.9410529574742237
extent.EX_Extent.geographicElement.EX_GeographicBoundingBox.eastBoundLongitude.Decimal.@value,area.eastLongitude,0.9384653884509194
thesaurusName.CI_Citation.date.CI_Date.dateType.CI_DateTypeCode.codeListValue,histories.date,0.8518389495769706
transferOptions.MD_DigitalTransferOptions.onLine.CI_OnlineResource.name.CharacterString.@value,distributionInformation.dataPolicyName,0.9695319267028272
spatialRepresentationInfo.MD_VectorSpatialRepresentation.geometricObjects.MD_GeometricObjects.geometricObjectType.MD_GeometricObjectTypeCode.codeList,spatialExtents.spatialRepresentation,0.86462381459352
identificationInfo.MD_DataIdentification.resourceConstraints.MD_LegalConstraints.useLimitation.CharacterString.@value,distributionInformation.useConstraints,0.8174473456240331
identificationInfo.MD_DataIdentification.pointOfContact.CI_ResponsibleParty.role.CI_RoleCode.codeListValue,distributionInformation.dataAccessRoles,0.952001927528703
identificationInfo.MD_DataIdentification.resourceConstraints.MD_LegalConstraints.useConstraints.MD_RestrictionCode.codeList,distributionInformation.useConstraints,0.798737199591137
citation.CI_Citation.date.CI_Date.dateType.CI_DateTypeCode.codeList,histories.date,0.8183949882244502
MD_Metadata.metadataStandardName.CharacterString.@value,parameterSet.cfStandardName,0.7850310137228306
MD_Metadata.distributionInfo.MD_Distribution.distributionFormat.MD_Format.version.nilReason,distributionInformation.licenceVersion,0.7677566451821874
MD_Metadata.characterSet.MD_CharacterSetCode.codeListValue,parameterSet.thesaurusCode,0.7055518340508097
identificationInfo.MD_DataIdentification.descriptiveKeywords.MD_Keywords.type.MD_KeywordTypeCode.codeList,identifiers.code,0.9181751401782106
thesaurusName.CI_Citation.date.CI_Date.date.Date.@value,histories.date,0.707342270319436
citation.CI_Citation.date.CI_Date.date.Date.@value,histories.date,0.6739910165326094
MD_Metadata.identificationInfo.MD_DataIdentification.abstract.CharacterString.@value,distributionInformation.dataPolicyUrl,0.9418415871322499
MD_Metadata.identificationInfo.MD_DataIdentification.pointOfContact.CI_ResponsibleParty.uuid,parameterSet.uom,0.9657008927243813
descriptiveKeywords.MD_Keywords.thesaurusName.CI_Citation.title.CharacterString.@value,keywords.concept,0.9041131380676842
MD_Metadata.characterSet.MD_CharacterSetCode.codeList,parameterSet.thesaurusCode,0.6862041475563557
