key,match,dist
class.code,classCode,0.67395735
type.code,typeCode,0.66217417
element.representation,representation,0.6441389
extension.url,extension,0.6194273
coding.code,code,0.61139154
coding.system,codeSystem,0.60366696
valueSet,value,0.56685
low.unit,unit,0.5300075
version,codeSystemVersion,0.5101273
context.type,contextControlCode,0.49991485
comparator,operator,0.48906037
meta.versionId,inversionInd,0.48820853
name.use,use,0.47630376
doc_id,ID,0.46861145
comment,alignment,0.4573382
member.display,displayName,0.45711336
device.display,displayName,0.45711336
gender,border,0.45130375
content.contentType,listType,0.44553453
derivation,negationInd,0.43784222
xpath,width,0.40434608
element.isModifier,qualifier,0.3995659
constraint.human,colspan,0.38116834
authored,assigningAuthorityName,0.37201124
reportedBoolean,rowspan,0.3432035
