key,match,dist
resourceType,resourceType,0.8144959
doc_id,doc_id,0.80976903
status,status,0.80976903
contacts.name,contact.name,0.7104928
parameterSet.type,parameter.type,0.69322145
contacts.address.postalCode,address.postalCode,0.6617669
links.url,link.url,0.6598939
contacts.address.country,address.country,0.642709
identifier,identifier.use,0.64222705
parameters,parameter.max,0.61391795
parameters,parameter.name,0.61391795
parameters,parameter.min,0.61391795
parameters,parameter.use,0.61391795
contacts.address.city,address.city,0.6121777
type,type.code,0.5736549
instrumentSet.manufacturer,manufacturer,0.5612934
instrumentSet.serialNumber,serialNumber,0.5612934
publications.description,slicing.description,0.5577966
formats.version,version,0.55275524
formats.name,format,0.5478066
quicklooks.description,binding.description,0.52969205
links.description.en,description.text,0.52009904
links.description.fr,description.text,0.52009904
spatialExtents.spatialRepresentation,element.representation,0.517857
note,note.text,0.50934887
contacts.comment.en,comment,0.4963587
contacts.comment.fr,comment,0.4963587
contacts.orcId,contained.id,0.49131668
publications.title,page.title,0.47197145
documentRating,operation.documentation,0.47015804
collectionName,connectionType.code,0.46724463
contacts.organisation,content.creation,0.46656078
contacts.webSiteUrl,content.url,0.45459926
links.name,mapping.name,0.45310485
modifications,verificationStatus.text,0.45111173
lastModification.value,expectedSupplyDuration.value,0.44835722
lastModification.value,low.value,0.44655472
site,date,0.4455291
keywords.concept,concept.code,0.44548333
spatialExtents.area.longitude,position.longitude,0.43647933
publications.publicationYear,publisher,0.43602657
instruments,instantiates,0.43591905
projectSet.label,example.label,0.43275648
spatialExtents.area.latitude,position.latitude,0.42746383
datasetSpecification.datasetCreationDate,expirationDate,0.42746383
instrumentSet.calibration,interaction.documentation,0.4256016
visibility,criticality,0.41578555
genealogy,gender,0.41394103
projectSet.thesaurusCode,property.code,0.4054346
projectSet.shortName,element.short,0.4000327
clientTemplateName,element.sliceName,0.39634824
language,xpathUsage,0.39227325
metadataLevel,meta.lastUpdated,0.38875484
distributionInformation.accessConstraints,constraint.expression,0.38120723
distributionInformation.useConstraints,constraint.key,0.3772831
instrumentSet.model,element.min,0.3755055
platforms,performer.display,0.36988807
projects,property.uri,0.36780477
plateforms,performedDateTime,0.3634743
