key,match,dist
spatialExtents.description,differential.element.requirements,1.380364
contacts.temporalExtents,multipleAnd,1.4552715
dataCenter,content.data,0.93348104
parameterSet.thesaurusCode,definition.parameter.code,1.4652991
distributionInformation.dataPolicyUrl,definition.resource.extension.url,1.6477803
distributionInformation.embargoDuration,rest.resource.documentation,1.4795179
site,property.description,0.9758524
genealogy,derivation,0.7542357
histories.date,date,0.72174346
lastModification.value,definition.parameter.value,1.1360561
spatialExtents.spatialRepresentation,differential.element.mapping.identity,1.8352319
projects,experimental,0.6621129
formats.name,parameter.name,0.9066224
publications.journalSection,subject.reference,1.2883409
plateforms,differential.element.requirements,1.360956
documentRating,contained.status,1.0906162
keywords.concept,concept.definition,0.8239342
contacts.name,contact.name,0.5498718
formats.version,format,0.8552267
instrumentSet.resolution,valueSet,1.0660232
identifier,instantiates,0.630249
datasetSpecification.datasetLanguage,snapshot.element.binding.valueSet,2.4643395
histories.editFields,content.data,1.5191754
clientTemplateName,parameter.name,1.0944995
contacts.email,contact.name,1.3082592
contacts.webSiteUrl,resource._supportedProfile.extension.url,1.901438
parameterSet.cfStandardName,parameter.binding.valueSet,2.0000753
resourceType,resourceType,0.0
sites,instance,0.9735876
instrumentSet.model,valueSet,1.2787975
distributionInformation.dataPolicyVersion,presentedForm.data,1.5902678
instruments,experimental,0.6446012
publications.journalName,contained.name,1.1812768
quicklooks.description,snapshot.element.short,1.488102
address.city,address.city,0.0
contacts.ror,xpathUsage,2.4851863
instrumentSet.label,valueSet,1.3360349
aerisDataCenter,content.data,1.2871081
technicalInformation.catalogueName,definition.resource.name,1.0581002
platformSet.thesaurusCode,contained.code.coding.system,1.5864588
spatialExtents.name,mapping.name,1.2936146
instrumentSet.thesaurusCode,contained.connectionType.code,1.4904377
distributionInformation.useConstraints,resource.qualification.identifier.use,1.1501483
platforms,instantiates,0.7609235
distributionInformation.embargoStartDate,effectiveDateTime,1.6312367
resourceTitle.fr,definition.page.title,1.7909387
platformSet.label,valueSet,1.4029489
area.southLatitude,position.latitude,1.6564074
note,comment,0.8350489
contacts.organisations,instance,1.0518044
platformSet.name,valueSet,1.3753054
metadataLevel,content.creation,1.178726
publications.title,title,0.53368545
address.street,address.country,0.82833976
identifiers.code,property.code,0.7541007
parameterSet.type,valueSet,1.2018095
distributionInformation.registrationNeeded,rest.resource.documentation,1.2685564
area.type,property.type,0.8906264
publications.description,property.description,0.7244306
contacts.roles,multipleAnd,1.3540318
contacts.lastName,contact.name,1.0708207
temporalInterval.beginDate,occurrenceDateTime,1.4108065
language,expression,0.61483115
collectionName,contained.name,0.6895719
visibility,criticality,0.695023
projectSet.shortName,rest.resource.operation.name,1.558867
quicklooks.url,definition.extension.url,1.5534617
type,parameter.type,0.7066621
technicalInformation.catalogueMode,entry.search.mode,1.401036
parameterSet.uom,xpathUsage,3.013967
histories.origin,subject.reference,1.1414586
parameterSet.shortName,parameter.binding.valueSet,1.5052259
area.westLongitude,position.longitude,1.7554911
processLevel,system,1.0858353
distributionInformation.dataPolicyName,rest.resource.operation.name,1.7593335
instrumentSet.manufacturer,valueSet,1.1181371
instrumentSet.calibration,valueSet,1.1221137
links.url,link.url,0.7385032
distributionInformation.dataAccessRoles,resource.verificationStatus.coding.display,1.88932
resourceAbstract.en,meta.profile,2.0214398
dataLevel,content.data,0.8981562
area.longitude,position.longitude,0.9433091
readingInformation.fr,interpretation.text,1.7297584
datasetSpecification.datasetCreationDate,snapshot.element.binding.valueSet,3.0469062
links.type,context.type,0.9177745
spatialExtents.projection,mapping.identity,1.4944699
links.name,contained.name,0.925783
distributionInformation.licenceVersion,content.format.system,1.376486
distributionInformation.dataPolicyReminder,rest.resource.referencePolicy,1.5923207
histories.name,contained.name,0.8418613
resourceAbstract.fr,meta.profile,1.7792838
area.northLatitude,position.latitude,1.621542
distributionInformation.embargoRoles,rest.resource.interaction.documentation,1.621608
distributionInformation.licenceName,definition.resource.name,1.2159835
distributionInformation.licencePolicyUrl,resource.operation.extension.url,1.4437984
contacts.orcId,contained.id,2.9902334
spatialExtents.orbit,differential.element.condition,1.6875334
address.country,address.country,0.0
spatialExtents.comment,differential.element.comment,1.2623097
datasetSpecification.datasetPublicationDate,snapshot.element.binding.valueSet,3.0030046
programName,parameter.name,0.77697927
publications.doi,url,1.7808886
parameterSet.longName,parameter.binding.valueSet,1.5989345
resourceTitle.en,content.attachment.title,2.1001604
spatialExtents.additionalData,content.data,1.6805825
comment.en,comment,1.8926923
distributionInformation.authenticationNeeded,content.data,1.2772956
datasetChangelogs,presentedForm.data,2.022269
temporalInterval.endDate,extension.valueDateTime,1.4855222
projectSet.label,valueSet,1.3646464
instrumentSet.name,definition.resource.name,1.2855247
description.en,expression,1.9431282
temporalExtents.endDate,extension.valueDateTime,1.5334921
modifications,instantiates,0.55417633
projectSet.thesaurusCode,contained.code.coding.system,1.5804201
address.postalCode,address.postalCode,0.0
publications.authors,publisher,0.9305453
datasetSpecification.datasetVersions,snapshot.element.binding.valueSet,2.5297587
