key,match,dist
resourceType,resourceType,0.80569303
doc_id,doc_id,0.80096614
status,status,0.80096614
contacts.name,contact.name,0.7016899
parameterSet.type,parameter.type,0.68441856
contacts.address.postalCode,address.postalCode,0.652964
links.url,link.url,0.651091
contacts.address.country,address.country,0.6339061
identifier,identifier.use,0.63342416
parameters,parameter.max,0.60511506
parameters,parameter.name,0.60511506
parameters,parameter.min,0.60511506
parameters,parameter.use,0.60511506
contacts.address.city,address.city,0.60337484
identifiers.code,identifier.type.coding.code,0.59932053
instrumentSet.manufacturer,manufacturer,0.55249053
instrumentSet.serialNumber,serialNumber,0.55249053
formats.version,version,0.5439524
formats.name,format,0.53900373
publications.description,property.description,0.5347792
type,type.text,0.5152519
links.description.en,description.text,0.5112962
links.description.fr,description.text,0.5112962
note,note.text,0.500546
contacts.comment.en,comment,0.4875558
contacts.comment.fr,comment,0.4875558
contacts.orcId,contained.id,0.4825138
spatialExtents.spatialRepresentation,snapshot.element.representation,0.47270986
contacts.organisation,content.creation,0.4577579
contacts.webSiteUrl,content.url,0.4457964
links.name,mapping.name,0.444302
documentRating,rest.documentation,0.44324893
modifications,verificationStatus.text,0.44230884
publications.title,title,0.44204155
instrumentSet.resolution,rest.resource.documentation,0.43736956
site,date,0.43672624
keywords.concept,concept.code,0.43668044
lastModification.value,entry.resource.qualification.identifier.value,0.43042323
spatialExtents.area.longitude,position.longitude,0.42767647
publications.publicationYear,publisher,0.4272237
instruments,instantiates,0.42711616
spatialExtents.area.latitude,position.latitude,0.41866097
datasetSpecification.datasetCreationDate,expirationDate,0.41866097
visibility,criticality,0.40698266
genealogy,gender,0.40513813
projectSet.thesaurusCode,property.code,0.39663175
language,xpathUsage,0.38347036
metadataLevel,meta.lastUpdated,0.37995195
instrumentSet.label,snapshot.element.example.label,0.37290236
platforms,performer.display,0.3610852
distributionInformation.useConstraints,differential.element.constraint.extension.url,0.35923928
projects,property.uri,0.35900187
plateforms,performedDateTime,0.35467145
distributionInformation.accessConstraints,differential.element.constraint.expression,0.34294578
